Time,Pack Amperage (Current)
Thu Oct 17 18:28:45 CST 2024,-4.300000
Thu Oct 17 18:28:46 CST 2024,-4.500000
Thu Oct 17 18:28:46 CST 2024,-4.100000
Thu Oct 17 18:28:46 CST 2024,-4.000000
Thu Oct 17 18:28:46 CST 2024,-4.000000
Thu Oct 17 18:28:46 CST 2024,-4.100000
Thu Oct 17 18:28:46 CST 2024,-3.900000
Thu Oct 17 18:28:46 CST 2024,-3.800000
Thu Oct 17 18:28:46 CST 2024,-4.000000
Thu Oct 17 18:28:46 CST 2024,-3.600000
Thu Oct 17 18:28:46 CST 2024,-3.600000
Thu Oct 17 18:28:47 CST 2024,-2.400000
Thu Oct 17 18:28:47 CST 2024,-0.900000
Thu Oct 17 18:28:47 CST 2024,0.400000
Thu Oct 17 18:28:47 CST 2024,0.700000
Thu Oct 17 18:28:47 CST 2024,0.400000
Thu Oct 17 18:28:47 CST 2024,0.100000
Thu Oct 17 18:28:47 CST 2024,-1.600000
Thu Oct 17 18:28:47 CST 2024,-1.800000
Thu Oct 17 18:28:47 CST 2024,-0.300000
Thu Oct 17 18:28:48 CST 2024,0.600000
Thu Oct 17 18:28:48 CST 2024,2.000000
Thu Oct 17 18:28:48 CST 2024,2.100000
Thu Oct 17 18:28:48 CST 2024,2.200000
Thu Oct 17 18:28:48 CST 2024,1.000000
Thu Oct 17 18:28:48 CST 2024,0.700000
Thu Oct 17 18:28:48 CST 2024,0.600000
Thu Oct 17 18:28:48 CST 2024,0.200000
Thu Oct 17 18:28:48 CST 2024,-0.100000
Thu Oct 17 18:28:48 CST 2024,-1.200000
Thu Oct 17 18:28:49 CST 2024,-1.700000
Thu Oct 17 18:28:49 CST 2024,-0.900000
Thu Oct 17 18:28:49 CST 2024,0.800000
Thu Oct 17 18:28:49 CST 2024,0.300000
Thu Oct 17 18:28:49 CST 2024,0.700000
Thu Oct 17 18:28:49 CST 2024,0.300000
Thu Oct 17 18:28:49 CST 2024,0.000000
Thu Oct 17 18:28:49 CST 2024,-0.100000
Thu Oct 17 18:28:49 CST 2024,0.200000
Thu Oct 17 18:28:49 CST 2024,0.100000
Thu Oct 17 18:28:50 CST 2024,0.100000
Thu Oct 17 18:28:50 CST 2024,0.100000
Thu Oct 17 18:28:50 CST 2024,0.400000
Thu Oct 17 18:28:50 CST 2024,0.200000
Thu Oct 17 18:28:50 CST 2024,0.100000
Thu Oct 17 18:28:50 CST 2024,0.200000
Thu Oct 17 18:28:50 CST 2024,4.900000
Thu Oct 17 18:28:50 CST 2024,16.400000
Thu Oct 17 18:28:50 CST 2024,47.100000
Thu Oct 17 18:28:50 CST 2024,69.200000
Thu Oct 17 18:28:51 CST 2024,94.900000
Thu Oct 17 18:28:51 CST 2024,115.500000
Thu Oct 17 18:28:51 CST 2024,120.600000
Thu Oct 17 18:28:51 CST 2024,50.600000
Thu Oct 17 18:28:51 CST 2024,27.500000
Thu Oct 17 18:28:51 CST 2024,28.100000
Thu Oct 17 18:28:51 CST 2024,32.800000
Thu Oct 17 18:28:51 CST 2024,32.400000
Thu Oct 17 18:28:51 CST 2024,26.600000
Thu Oct 17 18:28:51 CST 2024,10.600000
Thu Oct 17 18:28:52 CST 2024,0.300000
Thu Oct 17 18:28:52 CST 2024,-7.000000
Thu Oct 17 18:28:52 CST 2024,-12.200000
Thu Oct 17 18:28:52 CST 2024,-7.400000
Thu Oct 17 18:28:52 CST 2024,-0.500000
Thu Oct 17 18:28:52 CST 2024,0.600000
Thu Oct 17 18:28:52 CST 2024,-1.000000
Thu Oct 17 18:28:52 CST 2024,-3.700000
Thu Oct 17 18:28:52 CST 2024,-3.700000
Thu Oct 17 18:28:52 CST 2024,-7.600000
Thu Oct 17 18:28:53 CST 2024,-10.200000
Thu Oct 17 18:28:53 CST 2024,-11.500000
Thu Oct 17 18:28:53 CST 2024,-11.600000
Thu Oct 17 18:28:53 CST 2024,-12.200000
Thu Oct 17 18:28:53 CST 2024,-11.900000
Thu Oct 17 18:28:53 CST 2024,-11.900000
Thu Oct 17 18:28:53 CST 2024,-11.300000
Thu Oct 17 18:28:53 CST 2024,-10.700000
Thu Oct 17 18:28:53 CST 2024,-9.900000
Thu Oct 17 18:28:53 CST 2024,-9.700000
Thu Oct 17 18:28:54 CST 2024,-9.200000
Thu Oct 17 18:28:54 CST 2024,-8.300000
Thu Oct 17 18:28:54 CST 2024,-6.200000
Thu Oct 17 18:28:54 CST 2024,-5.400000
Thu Oct 17 18:28:54 CST 2024,-2.500000
Thu Oct 17 18:28:54 CST 2024,-1.300000
Thu Oct 17 18:28:54 CST 2024,-0.900000
Thu Oct 17 18:28:54 CST 2024,-0.700000
Thu Oct 17 18:28:54 CST 2024,-0.300000
Thu Oct 17 18:28:54 CST 2024,-0.200000
Thu Oct 17 18:28:55 CST 2024,-1.000000
Thu Oct 17 18:28:55 CST 2024,-0.900000
Thu Oct 17 18:28:55 CST 2024,-0.900000
Thu Oct 17 18:28:55 CST 2024,0.600000
Thu Oct 17 18:28:55 CST 2024,3.200000
Thu Oct 17 18:28:55 CST 2024,4.600000
Thu Oct 17 18:28:55 CST 2024,6.700000
Thu Oct 17 18:28:55 CST 2024,12.600000
Thu Oct 17 18:28:55 CST 2024,17.200000
Thu Oct 17 18:28:56 CST 2024,22.600000
Thu Oct 17 18:28:56 CST 2024,27.300000
Thu Oct 17 18:28:56 CST 2024,30.900000
Thu Oct 17 18:28:56 CST 2024,33.300000
Thu Oct 17 18:28:56 CST 2024,19.100000
Thu Oct 17 18:28:56 CST 2024,14.400000
Thu Oct 17 18:28:56 CST 2024,15.500000
Thu Oct 17 18:28:56 CST 2024,15.400000
Thu Oct 17 18:28:56 CST 2024,15.600000
Thu Oct 17 18:28:56 CST 2024,15.800000
Thu Oct 17 18:28:57 CST 2024,14.700000
Thu Oct 17 18:28:57 CST 2024,14.600000
Thu Oct 17 18:28:57 CST 2024,13.900000
Thu Oct 17 18:28:57 CST 2024,10.800000
Thu Oct 17 18:28:57 CST 2024,4.700000
Thu Oct 17 18:28:57 CST 2024,4.200000
Thu Oct 17 18:28:57 CST 2024,10.500000
Thu Oct 17 18:28:57 CST 2024,15.200000
Thu Oct 17 18:28:57 CST 2024,17.300000
Thu Oct 17 18:28:57 CST 2024,18.900000
Thu Oct 17 18:28:58 CST 2024,18.800000
Thu Oct 17 18:28:58 CST 2024,18.500000
Thu Oct 17 18:28:58 CST 2024,0.100000
Thu Oct 17 18:28:58 CST 2024,-8.000000
Thu Oct 17 18:28:58 CST 2024,-7.100000
Thu Oct 17 18:28:58 CST 2024,-2.600000
Thu Oct 17 18:28:58 CST 2024,-1.300000
Thu Oct 17 18:28:58 CST 2024,-0.100000
Thu Oct 17 18:28:58 CST 2024,0.200000
Thu Oct 17 18:28:58 CST 2024,-1.000000
Thu Oct 17 18:28:59 CST 2024,-0.200000
Thu Oct 17 18:28:59 CST 2024,-0.200000
Thu Oct 17 18:28:59 CST 2024,-0.100000
Thu Oct 17 18:28:59 CST 2024,-0.100000
Thu Oct 17 18:28:59 CST 2024,0.000000
Thu Oct 17 18:28:59 CST 2024,0.000000
Thu Oct 17 18:28:59 CST 2024,0.000000
Thu Oct 17 18:28:59 CST 2024,-0.100000
Thu Oct 17 18:28:59 CST 2024,-1.100000
Thu Oct 17 18:28:59 CST 2024,-1.800000
Thu Oct 17 18:29:00 CST 2024,-2.400000
Thu Oct 17 18:29:00 CST 2024,-5.200000
Thu Oct 17 18:29:00 CST 2024,-10.000000
Thu Oct 17 18:29:00 CST 2024,-14.800000
Thu Oct 17 18:29:00 CST 2024,-17.700000
Thu Oct 17 18:29:00 CST 2024,-17.500000
